method,check,descriptor,d,lo,hi,p_value,n_fail,n_eligible,n_clusters,fdr_reject,abs_d
unimol,no_clashes_with_protein,n_halogens,0.1058066816275037,-0.10215796974079254,0.29535977723422424,0.3,350,427,427,False,0.1058066816275037
unimol,no_clashes_with_organic_cofactors,mw,0.105730828683137,-0.23993347622058167,0.4712774712232621,0.573,49,186,186,False,0.105730828683137
unimol,no_volume_clash_with_protein,n_halogens,-0.10554721670494954,-0.29299422347546256,0.08741993278936035,0.28,213,427,427,False,0.10554721670494954
deepdock,no_internal_clashes,formal_charge,0.1050515459920767,-0.08609730780541133,0.2978884665707733,0.283,205,427,427,False,0.1050515459920767
deepdock,energy_ratio_within_threshold,formal_charge,0.1050515459920767,-0.08605958728082919,0.2991264589145188,0.284,205,427,427,False,0.1050515459920767
equibind,no_internal_clashes,formal_charge,0.10445503041261092,-0.11276017635510331,0.35717150466789754,0.386,86,426,426,False,0.10445503041261092
tankbind,no_volume_clash_with_organic_cofactors,n_stereocentres,-0.10389117744136223,-0.44483030243458743,0.21229672095579094,0.538,53,187,187,False,0.10389117744136223
diffdock,no_internal_clashes,formal_charge,-0.10321563393182077,-0.1896708040637898,-0.011286386116951168,0.043,25,426,426,False,0.10321563393182077
equibind,no_volume_clash_with_organic_cofactors,formal_charge,-0.10254255321990757,-0.2581121650453377,0.05599284805885423,0.24962406015037594,32,185,185,False,0.10254255321990757
equibind,no_clashes_with_protein,formal_charge,0.09923614171853257,0.0,0.18091467748306203,0.06509764646970456,417,426,426,False,0.09923614171853257
equibind,energy_ratio_within_threshold,n_aromatic_rings,0.09858537647809075,-0.13174695638983208,0.3217109347680426,0.408,92,426,426,False,0.09858537647809075
tankbind,no_internal_clashes,n_halogens,0.09822779131907064,-0.08378053352508213,0.2704739195995761,0.301,226,428,428,False,0.09822779131907064
unimol,aromatic_ring_flatness_passes,n_stereocentres,0.09738862092511365,-0.18276243305459422,0.37467730799028043,0.522,89,340,340,False,0.09738862092511365
deepdock,no_clashes_with_protein,n_halogens,-0.09465097096576648,-0.4463060323267836,0.19213006589206136,0.524,370,427,427,False,0.09465097096576648
unimol,no_volume_clash_with_organic_cofactors,formal_charge,-0.09416781147394145,-0.23716818812126714,0.05120373176492964,0.26452905811623245,19,186,186,False,0.09416781147394145
tankbind,no_clashes_with_inorganic_cofactors,formal_charge,-0.09385906354489058,-0.23680155012817106,0.0515727305205365,0.2722250125565043,19,187,187,False,0.09385906354489058
tankbind,energy_ratio_within_threshold,formal_charge,0.09252299251451539,-0.09236522128191445,0.2642214419758912,0.316,219,428,428,False,0.09252299251451539
unimol,bond_angles_within_bounds,formal_charge,0.09150599083531223,-0.06064651048334564,0.23639853871107974,0.249,284,427,427,False,0.09150599083531223
equibind,energy_ratio_within_threshold,formal_charge,0.09129440858237983,-0.11939687246960048,0.3322158698779136,0.441,92,426,426,False,0.09129440858237983
diffdock,no_volume_clash_with_protein,n_rotatable_bonds,0.0909043146637453,-0.16484686936424658,0.36857142487374545,0.526,83,426,426,False,0.0909043146637453
tankbind,no_clashes_with_organic_cofactors,n_stereocentres,-0.09088208183956635,-0.39122503096773315,0.1893164149902372,0.523,81,187,187,False,0.09088208183956635
deepdock,sp3_stereochemistry_preserved,n_halogens,-0.08944757632959838,-0.2993011095052033,0.16316792974818622,0.449,106,248,248,False,0.08944757632959838
tankbind,no_clashes_with_organic_cofactors,n_halogens,0.08802984249784536,-0.2123070578086088,0.3475615738958319,0.543,81,187,187,False,0.08802984249784536
diffdock,energy_ratio_within_threshold,clogp,0.08781559092007321,-0.4105988974196,0.5770752131247879,0.749,26,426,426,False,0.08781559092007321
equibind,no_clashes_with_organic_cofactors,clogp,0.08757909747775694,-0.22985207695314688,0.433575983890216,0.604,56,185,185,False,0.08757909747775694
tankbind,energy_ratio_within_threshold,clogp,-0.08754576673773058,-0.28063702762032117,0.10539943019818286,0.365,219,428,428,False,0.08754576673773058
deepdock,no_internal_clashes,n_halogens,0.08697785972065382,-0.1142871831505684,0.2744102347199836,0.387,205,427,427,False,0.08697785972065382
diffdock,no_clashes_with_organic_cofactors,n_halogens,0.08511414959614635,-0.22328136869298842,0.3689836092966584,0.61,74,187,187,False,0.08511414959614635
unimol,sp3_stereochemistry_preserved,formal_charge,-0.08344595825297772,-0.3428811324654389,0.15914547788900144,0.537,169,249,249,False,0.08344595825297772
unimol,sp3_stereochemistry_preserved,mw,0.08257342399051981,-0.1509196483511653,0.3154932099941189,0.483,169,249,249,False,0.08257342399051981
deepdock,energy_ratio_within_threshold,clogp,-0.08029522110125421,-0.27035446625425336,0.12360357167346657,0.406,205,427,427,False,0.08029522110125421
equibind,energy_ratio_within_threshold,clogp,-0.07998094273933451,-0.3255963335013085,0.1675377942053205,0.531,92,426,426,False,0.07998094273933451
equibind,energy_ratio_within_threshold,n_halogens,-0.07922071275774409,-0.3109287995516126,0.16251303226142658,0.51,92,426,426,False,0.07922071275774409
unimol,energy_ratio_within_threshold,n_halogens,-0.0789375429840972,-0.2835950673051623,0.12269532065323374,0.428,165,427,427,False,0.0789375429840972
tankbind,no_clashes_with_organic_cofactors,mw,-0.07746779091379818,-0.3809523835410251,0.19300134221140205,0.546,81,187,187,False,0.07746779091379818
tankbind,no_clashes_with_protein,n_halogens,-0.07670550725799799,-0.3171936063658444,0.13106149735090972,0.49,357,428,428,False,0.07670550725799799
tankbind,no_volume_clash_with_organic_cofactors,n_aromatic_rings,-0.07634955527743581,-0.4131486636432568,0.24951824836201333,0.614,53,187,187,False,0.07634955527743581
unimol,no_clashes_with_organic_cofactors,n_halogens,-0.07059554772432343,-0.3998953740564422,0.2945390242294898,0.628,49,186,186,False,0.07059554772432343
diffdock,no_volume_clash_with_organic_cofactors,n_halogens,-0.07028695350269032,-0.3997345183158987,0.28017671931550275,0.656,52,187,187,False,0.07028695350269032
tankbind,no_clashes_with_inorganic_cofactors,n_aromatic_rings,0.07001389261888667,-0.3531723265592745,0.47531318405658984,0.748,19,187,187,False,0.07001389261888667
tankbind,no_clashes_with_inorganic_cofactors,n_stereocentres,-0.06876707222115874,-0.39124967262380766,0.323228229570255,0.705,19,187,187,False,0.06876707222115874
diffdock,no_volume_clash_with_organic_cofactors,n_rotatable_bonds,-0.06868593745795842,-0.38856698576996473,0.28481404201683785,0.665,52,187,187,False,0.06868593745795842
deepdock,no_internal_clashes,clogp,-0.06866562292987333,-0.25819703965348123,0.13480392220086357,0.485,205,427,427,False,0.06866562292987333
unimol,no_volume_clash_with_protein,clogp,-0.06691076779668739,-0.2519479305393725,0.1193024226498079,0.516,213,427,427,False,0.06691076779668739
diffdock,no_clashes_with_protein,n_halogens,-0.06414313064627107,-0.2797342945639595,0.12318188601517624,0.522,291,426,426,False,0.06414313064627107
tankbind,no_clashes_with_organic_cofactors,formal_charge,-0.06290597755741922,-0.315736228258082,0.1899851526496703,0.6087393269713711,81,187,187,False,0.06290597755741922
unimol,energy_ratio_within_threshold,clogp,-0.06028169365227991,-0.2730999271192836,0.1388903725358871,0.564,165,427,427,False,0.06028169365227991
diffdock,no_clashes_with_organic_cofactors,n_aromatic_rings,-0.05884880731094649,-0.3466427750142503,0.22612692076178453,0.695,74,187,187,False,0.05884880731094649
deepdock,sp3_stereochemistry_preserved,mw,0.052905618598945874,-0.17905125945215628,0.31698916947520056,0.653,106,248,248,False,0.052905618598945874
gold,no_clashes_with_protein,n_halogens,0.05233651706688477,-0.332896937598223,0.5472451665873506,0.844,19,425,425,False,0.05233651706688477
unimol,no_volume_clash_with_protein,formal_charge,0.048977082850669276,-0.1425604172296865,0.24141103451164667,0.608,213,427,427,False,0.048977082850669276
diffdock,no_volume_clash_with_organic_cofactors,clogp,0.04760146953590551,-0.29813486093774416,0.388811447159098,0.79,52,187,187,False,0.04760146953590551
deepdock,sp3_stereochemistry_preserved,n_stereocentres,0.047447787660533904,-0.19602564256034904,0.32023216119214715,0.715,106,248,248,False,0.047447787660533904
deepdock,sp3_stereochemistry_preserved,clogp,-0.04709440432496402,-0.29712888280466315,0.20405340839547703,0.728,106,248,248,False,0.04709440432496402
deepdock,no_clashes_with_organic_cofactors,formal_charge,0.04688002353017471,-0.20897689736310157,0.37736583796581913,0.886991461577097,32,187,187,False,0.04688002353017471
deepdock,no_volume_clash_with_organic_cofactors,n_halogens,0.046749682748636154,-0.36337127741723657,0.6072614275815134,0.884,16,187,187,False,0.046749682748636154
tankbind,no_clashes_with_organic_cofactors,n_rotatable_bonds,0.044400526780808955,-0.259773000964267,0.32387692209324626,0.805,81,187,187,False,0.044400526780808955
diffdock,no_volume_clash_with_protein,formal_charge,-0.043245433394304644,-0.34280254866976684,0.32283627890250094,0.837,83,426,426,False,0.043245433394304644
equibind,no_volume_clash_with_organic_cofactors,n_stereocentres,0.042476661528794805,-0.42514613740613616,0.5196296703458989,0.909,32,185,185,False,0.042476661528794805
deepdock,no_volume_clash_with_protein,clogp,0.042274619545177514,-0.1448357182333402,0.21811010656469207,0.636,278,427,427,False,0.042274619545177514
deepdock,no_volume_clash_with_protein,formal_charge,0.04226222637232634,-0.12814727399634415,0.20923887110883443,0.579,278,427,427,False,0.04226222637232634
unimol,no_clashes_with_protein,clogp,0.040653366480955244,-0.16252597435797095,0.23752022178906904,0.677,350,427,427,False,0.040653366480955244
deepdock,sp3_stereochemistry_preserved,formal_charge,-0.039199718748189845,-0.26027780444719584,0.1900667663425696,0.7557557557557557,106,248,248,False,0.039199718748189845
tankbind,no_volume_clash_with_protein,n_rotatable_bonds,0.038325626028970564,-0.15361820892258413,0.22750665868670034,0.672,199,428,428,False,0.038325626028970564
unimol,no_clashes_with_protein,formal_charge,0.03631815625077948,-0.15210249475152904,0.19174482784677926,0.651,350,427,427,False,0.03631815625077948
equibind,no_clashes_with_organic_cofactors,n_rotatable_bonds,-0.03437644033071153,-0.380986953582526,0.3037390264929853,0.815,56,185,185,False,0.03437644033071153
unimol,no_volume_clash_with_organic_cofactors,n_halogens,-0.03346182452609952,-0.3798053652910824,0.44142311828029424,0.824,19,186,186,False,0.03346182452609952
diffdock,no_clashes_with_organic_cofactors,n_rotatable_bonds,0.03261506873641314,-0.277257996553224,0.3358865140720284,0.863,74,187,187,False,0.03261506873641314
tankbind,sp3_stereochemistry_preserved,n_rotatable_bonds,0.031328950988829096,-0.21773448933582856,0.27000531277495365,0.803,181,249,249,False,0.031328950988829096
tankbind,no_clashes_with_inorganic_cofactors,n_halogens,-0.031093917365108033,-0.3506437399864176,0.3918738268293817,0.842,19,187,187,False,0.031093917365108033
diffdock,no_clashes_with_organic_cofactors,clogp,0.030780679032838435,-0.26308815945837416,0.33788504452708634,0.861,74,187,187,False,0.030780679032838435
diffdock,no_clashes_with_organic_cofactors,mw,-0.030420085993497572,-0.34999077707750714,0.26176477052591096,0.813,74,187,187,False,0.030420085993497572
diffdock,no_clashes_with_protein,formal_charge,0.030020793080493255,-0.1498165570149898,0.1979817419453568,0.703,291,426,426,False,0.030020793080493255
tankbind,no_clashes_with_protein,n_aromatic_rings,-0.028859686085701847,-0.3116610449837822,0.2479021048862562,0.842,357,428,428,False,0.028859686085701847
unimol,no_clashes_with_organic_cofactors,clogp,-0.028764655022588414,-0.3882326351192949,0.32210713643533556,0.845,49,186,186,False,0.028764655022588414
unimol,no_volume_clash_with_protein,n_aromatic_rings,-0.02844484606431091,-0.20596614868427257,0.16428186174772186,0.789,213,427,427,False,0.02844484606431091
unimol,no_volume_clash_with_organic_cofactors,n_rotatable_bonds,-0.028427319460637045,-0.5923409098825501,0.595598068840622,0.885,19,186,186,False,0.028427319460637045
deepdock,energy_ratio_within_threshold,n_aromatic_rings,0.026981049143625615,-0.15449446771926084,0.21035912343377822,0.806,205,427,427,False,0.026981049143625615
deepdock,no_clashes_with_protein,clogp,-0.02570857497650825,-0.2591736159387505,0.20643913550386597,0.824,370,427,427,False,0.02570857497650825
equibind,no_volume_clash_with_protein,n_halogens,-0.02525410534805635,-0.2954748516262508,0.20271732853995703,0.882,382,426,426,False,0.02525410534805635
deepdock,energy_ratio_within_threshold,n_halogens,-0.024722479626512094,-0.23249887042964473,0.16509704203771172,0.751,205,427,427,False,0.024722479626512094
equibind,no_volume_clash_with_organic_cofactors,clogp,-0.024602479936637153,-0.43780282936414977,0.41205201751979037,0.937,32,185,185,False,0.024602479936637153
deepdock,sp3_stereochemistry_preserved,n_rotatable_bonds,0.022055460986819514,-0.21760450089183522,0.28255182564146913,0.831,106,248,248,False,0.022055460986819514
equibind,no_clashes_with_organic_cofactors,formal_charge,-0.02115988138037602,-0.24900848170380205,0.22749650915282088,0.8411027568922306,56,185,185,False,0.02115988138037602
tankbind,no_clashes_with_inorganic_cofactors,clogp,0.017493123729337635,-0.3638620019867575,0.38831337987991044,0.958,19,187,187,False,0.017493123729337635
equibind,no_clashes_with_organic_cofactors,n_halogens,0.01565066678627104,-0.28784488869695485,0.3553858810566324,1.0,56,185,185,False,0.01565066678627104
tankbind,energy_ratio_within_threshold,n_halogens,0.015256496296772384,-0.19579498119170505,0.1944134717810348,0.931,219,428,428,False,0.015256496296772384
unimol,sp3_stereochemistry_preserved,n_rotatable_bonds,0.015171782965499092,-0.22681577040212986,0.23055032260679692,0.895,169,249,249,False,0.015171782965499092
diffdock,no_volume_clash_with_organic_cofactors,n_stereocentres,-0.01486315874678408,-0.386831134936733,0.31870058402933804,0.905,52,187,187,False,0.01486315874678408
tankbind,no_internal_clashes,clogp,-0.013980360157272928,-0.2012273565615187,0.17431940552243053,0.879,226,428,428,False,0.013980360157272928
diffdock,no_volume_clash_with_protein,mw,0.006039543413964722,-0.2626315740859986,0.2867506830529848,0.96,83,426,426,False,0.006039543413964722
unimol,no_clashes_with_organic_cofactors,formal_charge,-0.005854169842360661,-0.23325705640021782,0.2628891335891686,0.9078156312625251,49,186,186,False,0.005854169842360661
equibind,no_clashes_with_organic_cofactors,n_aromatic_rings,-0.005785135319201441,-0.3297545391827929,0.3030548130263759,0.944,56,185,185,False,0.005785135319201441
tankbind,aromatic_ring_flatness_passes,n_stereocentres,-0.005185707303136883,-0.2759434207919965,0.2763489630183031,0.959,71,340,340,False,0.005185707303136883
equibind,no_clashes_with_organic_cofactors,n_stereocentres,-0.004337386188286219,-0.3739652778171769,0.34070848680996113,0.927,56,185,185,False,0.004337386188286219
unimol,bond_lengths_within_bounds,formal_charge,-0.0020711807456520195,-0.1738987344538296,0.1757742729378471,1.0,269,427,427,False,0.0020711807456520195
deepdock,no_clashes_with_organic_cofactors,n_rotatable_bonds,-0.002032560112627509,-0.42349774078696356,0.4125058124688008,0.971,32,187,187,False,0.002032560112627509
diffdock,no_internal_clashes,clogp,-0.001977038356912447,-0.5287319408792818,0.49081233884761316,0.967,25,426,426,False,0.001977038356912447
equibind,no_clashes_with_protein,clogp,0.0004836307594348332,-0.37898946907524383,0.3827230197390654,0.9654481722583875,417,426,426,False,0.0004836307594348332
