check,descriptor,n_ran,n_failed,failure_rate,mean_failing,mean_passing,cohens_d,abs_d
no_internal_clashes,n_halogens,2134,608,0.2849109653233365,0.600328947368421,0.4849279161205767,0.09832158169930624,0.09832158169930624
no_volume_clash_with_inorganic_cofactors,formal_charge,2134,16,0.007497656982193065,0.0,0.018885741265344664,-0.09795866959068908,0.09795866959068908
no_clashes_with_organic_cofactors,clogp,2134,333,0.15604498594189317,0.8731832732732744,1.1627876735147153,-0.09677067282605838,0.09677067282605838
energy_ratio_within_threshold,formal_charge,2134,707,0.331302717900656,0.031117397454031116,0.012613875262789068,0.09607086475429957,0.09607086475429957
no_clashes_with_organic_cofactors,n_rotatable_bonds,2134,333,0.15604498594189317,5.63063063063063,5.278734036646307,0.0954700337330639,0.0954700337330639
no_volume_clash_with_organic_cofactors,hbd,2134,200,0.09372071227741331,3.235,3.468459152016546,-0.09461098116612197,0.09461098116612197
double_bond_flatness_passes,tpsa,2134,18,0.008434864104967198,134.48666666666668,127.10844517958411,0.09085626716317541,0.09085626716317541
double_bond_flatness_passes,n_heteroatoms,2134,18,0.008434864104967198,10.166666666666666,9.641304347826088,0.08939547483369382,0.08939547483369382
bond_angles_within_bounds,formal_charge,2134,301,0.14104967197750704,0.03322259136212625,0.016366612111292964,0.08746789643712895,0.08746789643712895
no_volume_clash_with_inorganic_cofactors,hba,2134,16,0.007497656982193065,6.0,6.33805476864967,-0.08435070600258619,0.08435070600258619
no_volume_clash_with_organic_cofactors,formal_charge,2134,200,0.09372071227741331,0.005,0.02016546018614271,-0.07867978598401222,0.07867978598401222
double_bond_stereochemistry_preserved,n_amide_bonds,2134,30,0.014058106841611996,0.43333333333333335,0.49667300380228135,-0.07752014157913556,0.07752014157913556
double_bond_stereochemistry_preserved,n_rings,2134,30,0.014058106841611996,2.6333333333333333,2.7637832699619773,-0.07690339581328841,0.07690339581328841
no_clashes_with_organic_cofactors,fraction_csp3,2134,333,0.15604498594189317,0.4431398482078438,0.4223508988012797,0.07648063055367084,0.07648063055367084
double_bond_stereochemistry_preserved,n_stereocentres,2134,30,0.014058106841611996,2.6,2.375,0.07489405503846357,0.07489405503846357
no_volume_clash_with_organic_cofactors,fraction_csp3,2134,200,0.09372071227741331,0.4438539159619066,0.423706698553224,0.07410849458415897,0.07410849458415897
double_bond_flatness_passes,n_amide_bonds,2134,18,0.008434864104967198,0.5555555555555556,0.4952741020793951,0.07377585716687245,0.07377585716687245
no_volume_clash_with_protein,n_halogens,2134,1155,0.5412371134020618,0.48138528138528136,0.5607763023493361,-0.06761288491775953,0.06761288491775953
no_clashes_with_organic_cofactors,n_heteroatoms,2134,333,0.15604498594189317,9.318318318318319,9.706274292059966,-0.0660312167713142,0.0660312167713142
no_clashes_with_protein,n_aromatic_rings,2134,1785,0.8364573570759137,1.8823529411764706,1.7965616045845272,0.0642112613154986,0.0642112613154986
no_clashes_with_protein,formal_charge,2134,1785,0.8364573570759137,0.02072829131652661,0.008595988538681949,0.06294399893574022,0.06294399893574022
aromatic_ring_flatness_passes,hbd,2134,160,0.07497656982193064,3.3125,3.4574468085106385,-0.05872541479272293,0.05872541479272293
no_clashes_with_inorganic_cofactors,fraction_csp3,2134,71,0.03327085285848173,0.44081249471590944,0.42507118326199084,0.05789164522838575,0.05789164522838575
sp3_stereochemistry_preserved,n_amide_bonds,2134,456,0.21368322399250234,0.5328947368421053,0.4856972586412396,0.05777784354888159,0.05777784354888159
no_clashes_with_organic_cofactors,hba,2134,333,0.15604498594189317,6.141141141141141,6.3714602998334255,-0.05747973591765147,0.05747973591765147
energy_ratio_within_threshold,clogp,2134,707,0.331302717900656,1.0046634653465363,1.1735483952347594,-0.05641762866760445,0.05641762866760445
no_internal_clashes,formal_charge,2134,608,0.2849109653233365,0.02631578947368421,0.015727391874180863,0.05493601654817702,0.05493601654817702
no_clashes_with_organic_cofactors,hbd,2134,333,0.15604498594189317,3.5585585585585586,3.4258745141588007,0.053760942103968715,0.053760942103968715
no_volume_clash_with_protein,n_aromatic_rings,2134,1155,0.5412371134020618,1.8354978354978355,1.9070480081716037,-0.053556308818654,0.053556308818654
double_bond_stereochemistry_preserved,tpsa,2134,30,0.014058106841611996,122.97500000000001,127.23050380228136,-0.05240195033118995,0.05240195033118995
no_volume_clash_with_protein,formal_charge,2134,1155,0.5412371134020618,0.023376623376623377,0.013278855975485188,0.05239221678130675,0.05239221678130675
no_clashes_with_organic_cofactors,n_halogens,2134,333,0.15604498594189317,0.46846846846846846,0.526929483620211,-0.049767834306134025,0.049767834306134025
no_clashes_with_organic_cofactors,n_aliphatic_rings,2134,333,0.15604498594189317,0.8558558558558559,0.9006107717934481,-0.04679341091252829,0.04679341091252829
no_volume_clash_with_protein,n_amide_bonds,2134,1155,0.5412371134020618,0.5108225108225108,0.4780388151174668,0.040129657854094766,0.040129657854094766
no_clashes_with_inorganic_cofactors,n_stereocentres,2134,71,0.03327085285848173,2.492957746478873,2.3742123121667476,0.03952535429992993,0.03952535429992993
no_volume_clash_with_protein,largest_ring_size,2134,1155,0.5412371134020618,5.685714285714286,5.5914198161389175,0.038794702212924984,0.038794702212924984
no_clashes_with_inorganic_cofactors,heavy_atoms,2134,71,0.03327085285848173,25.0,25.408143480368395,-0.036670101712272536,0.036670101712272536
no_volume_clash_with_inorganic_cofactors,n_heteroatoms,2134,16,0.007497656982193065,9.4375,9.647308781869688,-0.035699966777747436,0.035699966777747436
bond_lengths_within_bounds,fraction_csp3,2134,306,0.14339268978444236,0.43366424670201076,0.4242441349581518,0.03464492682286016,0.03464492682286016
no_internal_clashes,clogp,2134,608,0.2849109653233365,1.172589621710528,1.0956855439056368,0.025683209526940434,0.025683209526940434
bond_lengths_within_bounds,formal_charge,2134,306,0.14339268978444236,0.02287581699346405,0.018052516411378557,0.025018102047586355,0.025018102047586355
no_clashes_with_inorganic_cofactors,formal_charge,2134,71,0.03327085285848173,0.014084507042253521,0.018904507998061076,-0.025000276758694172,0.025000276758694172
no_clashes_with_organic_cofactors,formal_charge,2134,333,0.15604498594189317,0.015015015015015015,0.01943364797334814,-0.02291903276722435,0.02291903276722435
no_clashes_with_inorganic_cofactors,mw,2134,71,0.03327085285848173,376.0970000000002,372.4946175472614,0.022051702978975386,0.022051702978975386
no_clashes_with_protein,n_halogens,2134,1785,0.8364573570759137,0.5137254901960784,0.5386819484240688,-0.021242609820476585,0.021242609820476585
no_volume_clash_with_protein,n_rings,2134,1155,0.5412371134020618,2.774891774891775,2.7466802860061286,0.016631245054226335,0.016631245054226335
energy_ratio_within_threshold,n_halogens,2134,707,0.331302717900656,0.504950495049505,0.524176594253679,-0.016364983764587795,0.016364983764587795
aromatic_ring_flatness_passes,n_stereocentres,2134,160,0.07497656982193064,2.3375,2.3814589665653494,-0.014631829485320694,0.014631829485320694
double_bond_flatness_passes,n_rings,2134,18,0.008434864104967198,2.7777777777777777,2.7618147448015122,0.00941021184585174,0.00941021184585174
no_volume_clash_with_organic_cofactors,n_stereocentres,2134,200,0.09372071227741331,2.355,2.3805584281282317,-0.008507136609699489,0.008507136609699489
sp3_stereochemistry_preserved,formal_charge,2134,456,0.21368322399250234,0.017543859649122806,0.01907032181168057,-0.007917383024393244,0.007917383024393244
no_clashes_with_organic_cofactors,tpsa,2134,333,0.15604498594189317,127.54939939939939,127.10065519156025,0.005525707930613107,0.005525707930613107
bond_angles_within_bounds,fraction_csp3,2134,301,0.14104967197750704,0.425311343120294,0.42564147513099193,-0.0012140574205331985,0.0012140574205331985
no_volume_clash_with_inorganic_cofactors,n_stereocentres,2134,16,0.007497656982193065,2.375,2.378186968838527,-0.0010607810406456483,0.0010607810406456483
